create human major melt ice people flee famine turn development	train
help prevent reduce	train
yes climate change cash cow fee vehicle especially electric hybrid import focus	train
average earth especially northern	train
scary	train
pollution	train
extreme weather temperature change	train
change aloud temperature low temperature global warm	train
oven power	train
extreme weather change glaci melt drought	train
climate change completely natural million affect small degree	train
time large weather	train
sea level rain	train
warm summer cold winter	train
climate change cycle follow climate change unfortunately help influence big claim climate change work fine election	train
contribute ordinary need know little help mouse pee sea small stream major	train
population growth climate change chaos political breakdown extreme right power prevent come world place hard affect gather people fight country bad scenario likely world	train
greed	train
anthropogenic	train
threat planet future	train
think natural mother earth course affect climate change action consumption	train
weather	train
climate change financial p exploit	train
global warm snow right	train
challenge	train
storm natural	train
extreme weather	train
oil	train
happen progress party government	train
polarize debate	train
poor world primarily affect climate change	train
high water level	train
extreme flood cold summer warm winter	train
earth hardy probably survive human vulnerable fit better earth save	train
tropical storm	train
extreme weather	train
rainfall	train
think care climate crisis big scam	train
help	train
ice melt polar glacier raise sea level large catastrophic change nature live condition rainfall flood catastrophic change extreme weather result land submit current sea level unintended consequence relation cultivation food settle world population	train
bad weather	train
destruction	train
climate change constant temperature weather	train
mankind busy rapid short term economic gain	train
destruction natural flood	train
change climate past new people great extent previously	train
storm great different weather condition	train
policy refresher leave action	train
high	train
global warm	train
nature pole melt increase sea level deforestation increase severe natural	train
threat	train
set good example climate change save world	train
reduce renew vehicle fleet environmentally friendly	train
despondency	train
severe weather	train
sad	train
extreme weather disaster famine future massive immigration	train
great temperature extreme damage infrastructure war dire vulnerable economic crisis	train
tabloid horror migration war	train
lead doomsday	train
think child future	train
political	train
dangerous	train
climate change pair anthropogenic constantly tell new gladly later example imagine snow melt year ago learn mild winter explain anthropogenic climate change cold winter	train
contamination	train
temperature air water	train
frequent unstable weather increase water level natural	train
urgent invest research new energy source people responsibility collectively recycle package sad travel	train
artificial compare negative climate	train
happen possibly grandchild sad	train
extreme weather	train
ambient temperature pollution	train
believe	train
melt ice	train
good create change inventory world	train
weather	train
hot	train
rain	train
change nature pollution extreme weather	train
threat	train
misuse money	train
reduce china rest world need prevent deforestation world order climate change	train
issue hard claim	train
rainy	train
increase temperature	train
rain	train
disaster week	train
flood	train
food world cultivation disappearance lead fertilization tree impact	train
air	train
humid climate weather	train
natural	train
climate static change time	train
frequent extreme weather wind rainfall place drier climate planet global warm	train
climate change time	train
different	train
warm threat	train
greenhouse effect	train
fly pollute use fuel goat runway array main airport place second water reservoir money clean water clean food	train
know think climate change extreme change history lean today man important focus environment reduce	train
earth natural cycle human influence money important environment	train
challenge	train
damage nature wildlife store weather change soil air water	train
danger natural	train
sea level	train
drought flood unstable weather	train
quickly notice lifetime matter	train
warm weather rainfall win	train
blacken excessive	train
global warm	train
environment safety	train
powerful storm	train
co migration climate inertia challenge relate increase prosperity increase greenhouse gas human suffer storm	train
scary	train
man account solar flare change new reach climate change	train
natural happen world	train
melt polar high water level long term	train
change	train
possible probable engage little international	train
weather change	train
worryingly	train
extreme weather	train
wild wet	train
change urgently	train
climate change cycle mild unpredictable ago	train
climate change hear unsure man	train
disaster	train
rain	train
centrifugal precipitation temperature winter equal	train
scary big responsibility	train
weather change	train
extreme weather	train
ice melt	train
emission gas result	train
climate change reality find increase temperature global basis onshore offshore need start think term economy social value etc carry environmental measure basis economy withstand think economics base environment cope	train
talk little action bite worry hear happen world contribute greener sustainable life mouth little help	train
disappointment disgust business	train
warm climate	train
contamination	train
extreme weather	train
green	train
co	train
summer	train
storm	train
live earth	train
million year wave cold heat naturally change little help spill	train
urbanization deforestation	train
melt pole dry dry general imbalance	train
mere	train
boring	train
shall apply especially labor	train
unsure climate change relevant unsure climate change man	train
warm	train
flood hurricane	train
natural	train
climate change cause increase emission storm	train
car	train
co	train
smelt	train
natural	train
water level	train
climate change man addiction overuse fossil fuel difficult necessary phase oil coal gas build sustainable renewable energy able greener well society rely expensive non renewable	train
flood	train
natural cycle	train
nature arrange self	train
nonsense	train
think talk lack action large contiguous largely absent debate capitalism law create great climate change	train
warm average storm difference season melt pole rain end cold winter dry summer flood storm sea level rise negative thing	train
bad weather	train
medium induce problem country lack assistance u	train
excessive fear	train
global warm heater wild wetter	train
storm	train
extreme weather turn cause major natural destruction people world	train
increase warm ice snow melt water rise	train
melt ice die polar bear	train
thin ozone layer warm summer	train
extreme weather	train
nature	train
global warm rise sea level increase natural loss deforestation fact idea extent impact human activity natural cycle climate change humanity knowledge accumulate datum natural process additionally climate depend political business	train
reduce implement	train
reason doubt climate change hope human activity major main reason change reverse alter human behavior believe possible furthermore hope experience climate effect huge volcanic	train
melt polar ice	train
extreme weather	train
soil clear happen regard mere rainfall flood read daily time year major global think globe	train
bad	train
severe weather	train
pretty active practice area	train
energy	train
negative development	train
weather change temperature	train
weather phenomenon son cycle	train
severe weather future	train
uncertain future	train
try improve climate crisis	train
political agenda	train
heat	train
temperature	train
melt ice antarctic	train
psychology	train
able relate	train
extent come naturally world change glacial warm time wonder world climate change day important measure climate change faster naturally well think environment fight provide fine planet child manage soil want think future need	train
prater lot little	train
melt rise flood	train
overuse	train
change think lazy	train
ice melt find vest	train
climate blame possible kind weather phenomenon	train
melt ice mass pole	train
think global warm	train
co level use fossil fuel increase temperature	train
climate	train
think focus climate climate people guilt company feel pressure climate neutral green	train
system scale help like china manage think need start	train
political debate cheat	train
natural	train
temperature change	train
sorry turn climate change able reach people slightly different way happily interest way probably react differently question	train
warm weather ah delightful	train
rain flood	train
think	train
ozone layer	train
high water	train
melt	train
extreme weather	train
bad rain etc	train
important issue continuous composite find	train
severe weather	train
weather rain co	train
lot rain wind	train
nature pose little significance big picture factor maybe bad accelerate climate change come demonstrably thousand man stand	train
north pole melt fix	train
warm winter wetter summer	train
bad weather	train
concern future help	train
little excessive medium create	train
extreme flood	train
extreme weather	train
medium create	train
environment right	train
èìß	train
individual responsibility	train
weather	train
natural	train
scary	train
complicated	train
think foremost north pole south pole ice melt water rise rise level think city year post pollution health hazard climate change run well think climate change major problem world today	train
natural phenomenon happen regularly long period time people help expedite	train
people look head ass sun climate change end lite	train
think good idea environmentally conscious regardless climate change reel	train
tire	train
maybe climate change	train
global warm	train
ozone layer	train
global warm extreme weather	train
high water level	train
need major sign kyoto protocol bind pressure small help far ahead	train
polar bear die volcanic eruption bad drive car	train
warm weather fuel unemployment probably food medicine issue health issue general	train
global warm	train
ice melt pole extreme weather	train
ice melt	train
hassle climate change limit little contribute china big hear change	train
worrying	train
real bite scary money rule world rely actually future nuclear hear happen risk	train
natural climate water war dead	train
lucky unfair threaten majority world population especially resource poor south	train
